0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
62.76970212770001,35.515097872300004,30.515744680900003,37.0364595745,56.9879148936,35.8193702128,68.2464680851,35.8193702128,35.9931914894,37.0364595745,24.4302978723,38.2535489362,53.0321702128,28.5166978723,74.3666382979,28.191931914899996,36.6011914894,30.9509446809,18.3291914894,33.9912851064,47.5554042553,52.858893617,60.3349787234,72.6372765957,37.514212766,73.85395744680001,48.1640851064,68.0728510638,48.1640851064,79.0270638298
65.3976522701,36.9698693247,31.026710963299998,38.423530454,59.1698781838,38.4327796234,71.3217452934,37.306950166,37.3680442969,38.807370985700004,24.8965669991,39.3320044298,57.304097453000004,34.7072931498,76.9779465276,34.4501186523,39.3018826136,34.2893845909,17.9885461161,36.539661446,50.2007450221,57.2072720525,66.4887201392,71.3547475967,31.7376364499,72.8666602687,49.83477297899999,72.1107039327,51.3695934188,77.76892256890001
64.7624661654,34.9333894737,31.859729323299998,37.191482706799995,59.9242105263,35.901112782,70.5693834586,35.2559639098,37.988571428600004,37.5140571429,27.3433984962,38.4817804511,55.08523308270001,30.417275188,74.8511278195,27.5928541353,37.665924812,32.0301473684,19.4201503759,34.3336421053,49.9243308271,54.288216541400004,63.4726015038,72.9975338346,40.246375939800004,74.2881203008,50.246977443599995,69.4491428571,52.1821353383,83.3200601504
63.701517241400005,35.3004137931,29.6744827586,36.0402758621,57.7837241379,35.7936551724,69.1260689655,35.7936551724,34.8524137931,36.7795862069,22.7707586207,36.7795862069,55.8113103448,26.6704,75.04331034479999,29.1361103448,39.2910344828,27.9032827586,18.3326896552,28.8895448276,48.660413793100005,48.3685517241,60.496,68.3409655172,32.88,69.5735172414,47.181241379300005,64.6422068966,47.181241379300005,73.5188965517
63.709063291099994,37.3285063291,28.8221772152,35.6673417722,55.12587341770001,37.8823291139,72.5690126582,39.2667341772,37.1286075949,36.7749873418,21.0695696203,37.0517468354,51.8032405063,29.5758987342,80.0448607595,33.1755949367,39.6206582278,29.0223797468,12.763443038,31.237367088600003,47.3732658228,58.6484050633,60.9402531646,79.4141772152,29.375999999999998,77.75301265819999,46.819443038,73.3227341772,46.542683544300004,84.9517974684
64.8578849724,34.0912801484,32.9721706865,38.8667903527,59.127272727299996,35.5851576996,70.2701298698,33.4055658625,41.5925788495,37.5688311687,23.396660482199998,39.6749536175,62.4089053804,27.4671614102,73.4515769942,18.418305504,49.587136672700005,26.2401978975,13.483735312,30.1971552255,62.9064935745,57.9150279651,60.75621924439999,76.0958151811,36.2869551753,80.55295803850001,51.594314482899996,78.2118324975,51.4142279025,84.3797978655
63.32049249479999,39.186911789499995,31.954415247100002,37.7168439872,56.825588125900005,39.946783606,70.4468692863,39.8823734188,38.1668409513,39.6289424861,24.978328891999997,37.3720600438,58.2369684662,29.2185077659,78.2619305169,31.6005620752,39.3637689386,29.637330501599997,21.6685083546,27.490863981100002,45.872423680299995,60.49465339859999,60.146117428400004,76.7774075409,33.707549035599996,75.39460167109999,46.6103019062,74.7415294318,46.5220081349,78.0586003216
67.7267781818,35.0661818182,28.747985454499997,32.6302254545,59.240727272700006,35.763316363600005,77.8196945455,35.936465454499995,38.4925090909,34.5442909091,17.2628945455,32.4560290909,58.928989090900004,26.9801890909,83.7360872727,26.5396363636,39.6867490909,26.33472,13.7828072727,21.3193309091,49.1073163636,59.4281890909,61.9845818182,77.1777163636,28.9218327273,75.9597381818,47.01940363640001,74.21951999999999,46.14912,82.9202618182
65.6116666667,35.4766666667,29.46,35.173,59.232,36.3883333333,71.384,36.0843333333,36.1433333333,36.3883333333,23.0803333333,35.7806666667,54.675,26.059,80.498,28.4893333333,39.181333333299996,25.4513333333,13.6623333333,29.7046666667,46.7763333333,56.7426666667,60.4473333333,76.7933333333,33.1053333333,76.7933333333,46.4726666667,71.325,47.0803333333,81.9576666667
66.05480944760001,38.7707333181,30.432476955,37.0912066039,57.5733492318,39.9118734235,75.29170740640001,39.7122861728,38.8131456086,39.0681183216,21.318824123,37.3047649622,57.32165405479999,33.6412137888,81.49127875880001,32.2949782159,40.8224413361,32.4202094321,14.836963998900002,29.195505618000002,47.28352381770001,59.012177635200004,65.0791776917,69.665049367,30.9458443581,69.4255935849,47.5771368751,72.9303554894,47.598905582700006,73.5398792989
